Game Title,User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Developer,Publisher,Release Year,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,User Review Text,Game Mode,Min Number of Players,Sentiment Score,Sentiment
Grand Theft Auto V,21.7,Mature,29.27,PC,Yes,EA Sports,Electronic Arts,2022,Puzzle,No,21.9,Ultra,Good,Poor,"Amazing game, but the gameplay is amazing.",Offline,2,0.2666666666666667,Positive
Spelunky 2,41.3,Teen,50.71,Xbox,No,Nintendo,Electronic Arts,2014,Role-Playing Game,No,53.5,Ultra,Excellent,Excellent,"Amazing game, but the graphics could be better.",Offline,3,0.23333333333333336,Positive
Bioshock Infinite,24.1,Teen,33.47,Xbox,Yes,CD Projekt Red,Valve,2010,Party,No,27.3,Low,Poor,Excellent,"Solid game, but the graphics could be better.",Offline,8,0.033333333333333326,Neutral
Fall Guys,29.4,Everyone 10+,50.21,Xbox,Yes,Bungie,Epic Games,2014,Role-Playing Game,No,17.3,Medium,Excellent,Poor,"Solid game, but the gameplay is amazing.",Offline,7,0.0666666666666667,Neutral
Red Dead Redemption 2,32.0,Everyone 10+,54.27,Switch,Yes,Valve,Valve,2022,Strategy,Yes,21.4,Medium,Good,Good,"Great game, but the graphics could be better.",Offline,2,0.3,Positive
The Witcher 3: Wild Hunt,27.7,Everyone,46.65,Xbox,No,Epic Games,Electronic Arts,2020,Strategy,No,15.3,Ultra,Excellent,Excellent,"Amazing game, but too many bugs.",Online,7,0.23333333333333336,Positive
Ghost of Tsushima,28.7,Mature,33.18,PC,Yes,Rockstar Games,Nintendo,2013,Shooter,Yes,41.8,Medium,Excellent,Average,"Amazing game, but the graphics could be better.",Offline,8,0.23333333333333336,Positive
The Elder Scrolls V: Skyrim,22.6,Mature,29.68,PC,Yes,Innersloth,Take-Two Interactive,2016,Fighting,No,31.5,Low,Excellent,Poor,"Amazing game, but too many bugs.",Online,2,0.23333333333333336,Positive
Just Dance 2024,38.7,Everyone,41.32,Android/iOS,Yes,Capcom,Capcom,2015,Simulation,Yes,54.0,Ultra,Average,Excellent,"Great game, but the graphics could be better.",Offline,6,0.3,Positive
Animal Crossing: New Horizons,34.8,Everyone 10+,32.12,PC,Yes,Valve,Activision,2011,Role-Playing Game,No,56.1,High,Average,Poor,"Amazing game, but the graphics could be better.",Online,6,0.23333333333333336,Positive
The Witcher 3: Wild Hunt,19.0,Everyone,26.21,PC,No,Game Freak,Take-Two Interactive,2022,Party,Yes,17.2,Medium,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Online,10,-0.1333333333333333,Neutral
Mario Kart 8 Deluxe,25.9,Teen,43.58,Android/iOS,Yes,Valve,Activision,2012,Fighting,Yes,17.0,High,Good,Good,"Solid game, but too many bugs.",Offline,4,0.033333333333333326,Neutral
Red Dead Redemption 2,34.8,Teen,43.96,Android/iOS,Yes,Valve,Activision,2019,Adventure,Yes,46.0,High,Excellent,Excellent,"Solid game, but too many bugs.",Online,6,0.033333333333333326,Neutral
Red Dead Redemption 2,20.4,Mature,29.08,PS4,No,Valve,Electronic Arts,2017,Puzzle,Yes,13.5,Ultra,Average,Good,"Disappointing game, but the gameplay is amazing.",Online,7,-0.1333333333333333,Neutral
Tomb Raider (2013),32.3,Mature,56.47,Switch,Yes,Bungie,Valve,2012,Adventure,Yes,12.4,Ultra,Good,Excellent,"Solid game, but the gameplay is amazing.",Offline,10,0.0666666666666667,Neutral
Spelunky 2,40.9,Mature,45.19,PC,No,Rockstar Games,Square Enix,2012,Role-Playing Game,Yes,55.5,Medium,Poor,Poor,"Great game, but too many bugs.",Offline,4,0.3,Positive
Mario Kart 8 Deluxe,27.3,Everyone,35.26,Xbox,No,Capcom,Innersloth,2010,Simulation,Yes,26.5,High,Poor,Poor,"Great game, but the graphics could be better.",Online,3,0.3,Positive
Counter-Strike: Global Offensive,36.8,Mature,47.34,Switch,No,Bungie,Innersloth,2016,Adventure,Yes,39.3,Medium,Good,Average,"Great game, but too many bugs.",Offline,5,0.3,Positive
FIFA 24,21.8,Teen,43.77,PC,No,Capcom,Electronic Arts,2023,Shooter,No,5.3,Ultra,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Online,4,0.0666666666666667,Neutral
Pokémon Scarlet & Violet,28.5,Everyone 10+,38.1,Switch,No,Rockstar Games,Activision,2011,Strategy,No,32.1,Low,Excellent,Excellent,"Great game, but too many bugs.",Offline,2,0.3,Positive
Just Dance 2024,43.4,Everyone,55.96,Android/iOS,Yes,Capcom,Take-Two Interactive,2014,Shooter,No,51.0,Ultra,Good,Poor,"Disappointing game, but the graphics could be better.",Offline,10,-0.16666666666666666,Neutral
Overwatch 2,28.8,Everyone 10+,44.38,Xbox,No,Rockstar Games,Capcom,2015,Adventure,No,23.2,Medium,Average,Average,"Disappointing game, but the gameplay is amazing.",Offline,8,-0.1333333333333333,Neutral
Rocket League,28.5,Teen,22.54,Android/iOS,Yes,CD Projekt Red,Epic Games,2015,Action,No,59.2,Medium,Poor,Excellent,"Solid game, but the graphics could be better.",Offline,3,0.033333333333333326,Neutral
Fall Guys,24.6,Teen,35.78,Switch,No,Nintendo,Valve,2015,Action,No,26.6,High,Poor,Good,"Great game, but the gameplay is amazing.",Offline,4,0.3333333333333333,Positive
Hitman 3,31.8,Everyone,31.44,Switch,Yes,EA Sports,Valve,2020,Party,Yes,47.2,Low,Good,Poor,"Amazing game, but the graphics could be better.",Online,1,0.23333333333333336,Positive
Hades,38.5,Everyone 10+,54.7,PS4,Yes,CD Projekt Red,Valve,2013,Role-Playing Game,Yes,35.3,Medium,Excellent,Good,"Great game, but too many bugs.",Online,7,0.3,Positive
Kingdom Hearts III,32.8,Mature,55.62,Xbox,No,Bungie,Valve,2015,Party,Yes,20.9,High,Average,Poor,"Solid game, but the graphics could be better.",Online,10,0.033333333333333326,Neutral
Rocket League,26.1,Teen,47.9,PC,No,Capcom,Valve,2017,Action,No,11.0,High,Good,Poor,"Great game, but too many bugs.",Online,10,0.3,Positive
Bioshock Infinite,23.8,Everyone 10+,26.77,PC,No,Innersloth,Capcom,2014,Sports,Yes,37.8,High,Excellent,Good,"Amazing game, but the graphics could be better.",Online,4,0.23333333333333336,Positive
The Sims 4,35.1,Everyone 10+,39.73,PC,Yes,Innersloth,Valve,2013,Action,No,48.1,Low,Good,Good,"Amazing game, but the gameplay is amazing.",Online,2,0.2666666666666667,Positive
The Elder Scrolls V: Skyrim,30.6,Everyone 10+,45.37,Android/iOS,Yes,Capcom,Activision,2021,Sports,Yes,28.2,High,Good,Poor,"Amazing game, but the graphics could be better.",Online,1,0.23333333333333336,Positive
Super Smash Bros. Ultimate,37.4,Mature,43.71,PC,No,Capcom,Valve,2013,Strategy,No,58.0,Low,Excellent,Good,"Amazing game, but the graphics could be better.",Offline,10,0.23333333333333336,Positive
Fortnite,28.3,Everyone 10+,23.99,Xbox,No,Nintendo,Square Enix,2014,Action,No,57.4,High,Good,Excellent,"Amazing game, but the graphics could be better.",Online,10,0.23333333333333336,Positive
Tomb Raider (2013),44.9,Everyone,55.13,PS4,No,Game Freak,Valve,2022,Strategy,No,51.2,High,Average,Excellent,"Great game, but too many bugs.",Online,3,0.3,Positive
Rocket League,27.5,Everyone,33.63,Xbox,Yes,Game Freak,Nintendo,2021,Party,Yes,33.2,Low,Average,Excellent,"Amazing game, but the gameplay is amazing.",Offline,4,0.2666666666666667,Positive
Half-Life: Alyx,32.9,Everyone,52.23,Switch,No,CD Projekt Red,Activision,2021,Adventure,Yes,23.2,Medium,Excellent,Average,"Disappointing game, but too many bugs.",Online,3,-0.16666666666666666,Neutral
Kingdom Hearts III,25.2,Teen,23.17,Switch,No,Innersloth,Square Enix,2017,Puzzle,Yes,47.4,High,Excellent,Excellent,"Great game, but too many bugs.",Online,10,0.3,Positive
League of Legends,35.2,Teen,59.64,Xbox,Yes,Nintendo,Capcom,2014,Action,No,17.1,Ultra,Average,Excellent,"Great game, but too many bugs.",Offline,5,0.3,Positive
Portal 2,23.3,Teen,41.53,Xbox,Yes,Rockstar Games,Take-Two Interactive,2010,Puzzle,Yes,6.3,High,Poor,Average,"Amazing game, but too many bugs.",Online,6,0.23333333333333336,Positive
Tomb Raider (2013),36.4,Everyone,46.41,PC,Yes,Epic Games,Take-Two Interactive,2011,Strategy,No,37.5,Low,Good,Average,"Amazing game, but the gameplay is amazing.",Online,2,0.2666666666666667,Positive
Street Fighter V,34.7,Mature,56.71,PC,No,Epic Games,Activision,2020,Party,Yes,27.5,Ultra,Average,Average,"Amazing game, but too many bugs.",Online,10,0.23333333333333336,Positive
Animal Crossing: New Horizons,36.9,Everyone,56.3,Switch,No,Rockstar Games,Epic Games,2023,Adventure,No,27.6,Ultra,Excellent,Good,"Amazing game, but the graphics could be better.",Offline,1,0.23333333333333336,Positive
Hades,26.8,Everyone,39.43,Android/iOS,Yes,Game Freak,Nintendo,2021,Action,Yes,27.2,Medium,Poor,Excellent,"Solid game, but the gameplay is amazing.",Offline,4,0.0666666666666667,Neutral
Half-Life: Alyx,26.0,Everyone 10+,43.38,Switch,Yes,Rockstar Games,Epic Games,2016,Fighting,No,12.3,Ultra,Poor,Poor,"Great game, but the gameplay is amazing.",Offline,5,0.3333333333333333,Positive
League of Legends,38.6,Everyone,56.34,PS4,No,Game Freak,Epic Games,2011,Role-Playing Game,No,29.4,High,Poor,Good,"Solid game, but too many bugs.",Online,3,0.033333333333333326,Neutral
FIFA 24,26.1,Teen,28.25,PC,No,EA Sports,Electronic Arts,2017,Sports,Yes,38.9,Medium,Good,Good,"Disappointing game, but too many bugs.",Offline,5,-0.16666666666666666,Neutral
Tetris,44.7,Mature,59.21,Switch,Yes,Nintendo,Square Enix,2022,Action,Yes,44.2,Low,Average,Average,"Solid game, but too many bugs.",Online,3,0.033333333333333326,Neutral
Sid Meier’s Civilization VI,33.5,Everyone 10+,43.48,PS4,No,Innersloth,Activision,2016,Puzzle,No,44.0,Medium,Poor,Good,"Solid game, but the gameplay is amazing.",Online,5,0.0666666666666667,Neutral
1000-Piece Puzzle,35.9,Everyone 10+,43.44,Switch,No,Bungie,Epic Games,2015,Adventure,No,40.7,Medium,Excellent,Poor,"Amazing game, but the gameplay is amazing.",Offline,5,0.2666666666666667,Positive
Halo Infinite,22.9,Everyone 10+,38.53,Android/iOS,Yes,Bungie,Nintendo,2018,Shooter,Yes,8.4,Low,Average,Poor,"Disappointing game, but the gameplay is amazing.",Offline,1,-0.1333333333333333,Neutral
The Legend of Zelda: Breath of the Wild,21.1,Everyone 10+,22.42,Switch,No,Epic Games,Square Enix,2016,Adventure,Yes,36.2,Low,Excellent,Good,"Disappointing game, but the graphics could be better.",Offline,1,-0.16666666666666666,Neutral
Tomb Raider (2013),14.3,Everyone,23.73,Android/iOS,No,Valve,Nintendo,2010,Shooter,Yes,10.2,Ultra,Excellent,Good,"Great game, but the graphics could be better.",Offline,10,0.3,Positive
The Elder Scrolls V: Skyrim,27.3,Everyone 10+,50.45,Android/iOS,Yes,CD Projekt Red,Electronic Arts,2020,Puzzle,Yes,8.6,Low,Excellent,Good,"Solid game, but the graphics could be better.",Online,5,0.033333333333333326,Neutral
Stardew Valley,13.5,Teen,20.9,PS4,Yes,EA Sports,Valve,2021,Adventure,No,11.9,Medium,Average,Good,"Disappointing game, but the graphics could be better.",Online,3,-0.16666666666666666,Neutral
Tetris,33.0,Everyone,26.57,Xbox,Yes,EA Sports,Epic Games,2020,Simulation,No,59.3,High,Poor,Good,"Disappointing game, but too many bugs.",Offline,7,-0.16666666666666666,Neutral
Ghost of Tsushima,24.5,Mature,28.29,Switch,Yes,Valve,Capcom,2016,Shooter,Yes,35.3,Medium,Average,Good,"Disappointing game, but too many bugs.",Offline,10,-0.16666666666666666,Neutral
Kingdom Hearts III,32.9,Teen,31.32,PS4,No,Capcom,Valve,2014,Adventure,No,52.6,Low,Good,Excellent,"Solid game, but the graphics could be better.",Online,5,0.033333333333333326,Neutral
Pokémon Scarlet & Violet,44.2,Mature,55.1,Xbox,Yes,CD Projekt Red,Electronic Arts,2016,Strategy,No,50.4,Low,Good,Average,"Solid game, but the gameplay is amazing.",Offline,4,0.0666666666666667,Neutral
Spelunky 2,31.9,Everyone 10+,25.1,PS4,No,Innersloth,Activision,2022,Action,No,59.6,Low,Good,Good,"Great game, but the gameplay is amazing.",Online,8,0.3333333333333333,Positive
Red Dead Redemption 2,35.2,Mature,51.93,Android/iOS,Yes,Innersloth,Valve,2014,Role-Playing Game,Yes,34.2,Ultra,Average,Poor,"Disappointing game, but too many bugs.",Online,10,-0.16666666666666666,Neutral
Pokémon Scarlet & Violet,39.8,Teen,45.23,PS4,No,Game Freak,Epic Games,2015,Adventure,No,56.9,Low,Average,Excellent,"Amazing game, but the gameplay is amazing.",Offline,8,0.2666666666666667,Positive
Animal Crossing: New Horizons,25.2,Teen,31.04,Switch,No,Innersloth,Epic Games,2018,Sports,Yes,34.5,High,Poor,Poor,"Solid game, but the graphics could be better.",Offline,8,0.033333333333333326,Neutral
Halo Infinite,27.7,Everyone 10+,39.58,PC,No,Valve,Epic Games,2010,Action,No,25.9,Low,Poor,Good,"Great game, but the graphics could be better.",Offline,1,0.3,Positive
Animal Crossing: New Horizons,25.7,Everyone 10+,47.49,Switch,Yes,EA Sports,Capcom,2021,Fighting,No,6.5,High,Good,Average,"Disappointing game, but the gameplay is amazing.",Offline,2,-0.1333333333333333,Neutral
Super Mario Odyssey,31.4,Teen,48.81,PC,No,Rockstar Games,Nintendo,2016,Party,No,21.2,Ultra,Good,Excellent,"Amazing game, but too many bugs.",Online,6,0.23333333333333336,Positive
Super Smash Bros. Ultimate,35.8,Everyone,41.43,Android/iOS,Yes,Bungie,Capcom,2023,Action,No,50.0,Ultra,Poor,Good,"Solid game, but the graphics could be better.",Online,1,0.033333333333333326,Neutral
Sid Meier’s Civilization VI,27.5,Everyone,26.22,PC,Yes,Game Freak,Nintendo,2015,Strategy,No,51.0,High,Good,Poor,"Solid game, but the gameplay is amazing.",Offline,8,0.0666666666666667,Neutral
Overwatch 2,26.5,Mature,44.87,PS4,Yes,Innersloth,Valve,2020,Action,No,16.7,Ultra,Good,Good,"Disappointing game, but the graphics could be better.",Online,2,-0.16666666666666666,Neutral
1000-Piece Puzzle,15.8,Mature,25.27,Switch,No,EA Sports,Take-Two Interactive,2012,Sports,Yes,15.6,High,Poor,Poor,"Amazing game, but the gameplay is amazing.",Offline,7,0.2666666666666667,Positive
Sid Meier’s Civilization VI,27.9,Teen,29.48,Android/iOS,No,Valve,Valve,2022,Puzzle,Yes,42.8,Low,Good,Poor,"Great game, but the graphics could be better.",Offline,3,0.3,Positive
Sid Meier’s Civilization VI,28.3,Mature,37.07,PC,No,Innersloth,Activision,2018,Puzzle,No,27.5,Medium,Poor,Average,"Solid game, but the graphics could be better.",Offline,4,0.033333333333333326,Neutral
Portal 2,36.2,Teen,48.13,Switch,No,Nintendo,Nintendo,2023,Action,No,43.0,High,Poor,Average,"Great game, but too many bugs.",Offline,5,0.3,Positive
Pillars of Eternity II: Deadfire,32.7,Everyone,52.94,PC,No,Nintendo,Take-Two Interactive,2020,Shooter,No,15.6,Medium,Poor,Average,"Disappointing game, but too many bugs.",Online,7,-0.16666666666666666,Neutral
Pokémon Scarlet & Violet,27.1,Everyone 10+,45.57,Xbox,Yes,Nintendo,Electronic Arts,2013,Puzzle,Yes,17.1,Ultra,Average,Average,"Disappointing game, but too many bugs.",Offline,6,-0.16666666666666666,Neutral
Tekken 7,28.8,Mature,32.31,Xbox,No,Bungie,Square Enix,2020,Role-Playing Game,Yes,48.7,Medium,Poor,Average,"Solid game, but too many bugs.",Online,8,0.033333333333333326,Neutral
Halo Infinite,27.9,Everyone,24.07,Switch,Yes,Rockstar Games,Take-Two Interactive,2016,Sports,Yes,46.8,Ultra,Good,Average,"Disappointing game, but the gameplay is amazing.",Offline,6,-0.1333333333333333,Neutral
The Sims 4,30.0,Everyone 10+,50.41,Xbox,No,Epic Games,Nintendo,2020,Puzzle,No,11.8,Ultra,Average,Good,"Great game, but the graphics could be better.",Online,4,0.3,Positive
Super Mario Odyssey,29.2,Mature,33.11,Android/iOS,No,Nintendo,Square Enix,2020,Role-Playing Game,No,46.8,Low,Excellent,Poor,"Great game, but too many bugs.",Offline,10,0.3,Positive
Halo Infinite,40.0,Everyone 10+,57.33,PC,Yes,Capcom,Innersloth,2021,Simulation,Yes,32.7,Ultra,Excellent,Excellent,"Amazing game, but too many bugs.",Online,7,0.23333333333333336,Positive
Minecraft,35.7,Everyone,44.89,PS4,Yes,Rockstar Games,Nintendo,2020,Fighting,No,44.6,Medium,Poor,Poor,"Disappointing game, but too many bugs.",Offline,3,-0.16666666666666666,Neutral
Super Mario Odyssey,21.7,Mature,24.17,Xbox,No,Bungie,Activision,2012,Action,Yes,27.2,Low,Average,Good,"Solid game, but too many bugs.",Online,3,0.033333333333333326,Neutral
Just Dance 2024,37.5,Everyone,43.84,PC,Yes,Nintendo,Valve,2022,Shooter,No,51.1,Medium,Poor,Poor,"Disappointing game, but too many bugs.",Online,1,-0.16666666666666666,Neutral
Super Mario Odyssey,33.6,Teen,48.59,PC,No,EA Sports,Square Enix,2014,Sports,No,24.9,Low,Poor,Poor,"Great game, but the gameplay is amazing.",Online,10,0.3333333333333333,Positive
The Legend of Zelda: Breath of the Wild,21.8,Everyone,23.57,Android/iOS,No,Capcom,Electronic Arts,2023,Adventure,No,31.9,Medium,Poor,Average,"Solid game, but the graphics could be better.",Online,2,0.033333333333333326,Neutral
Grand Theft Auto V,38.2,Everyone,56.57,Xbox,No,Capcom,Activision,2012,Role-Playing Game,Yes,34.8,High,Excellent,Average,"Disappointing game, but too many bugs.",Online,1,-0.16666666666666666,Neutral
Hades,24.3,Everyone,39.05,Android/iOS,No,EA Sports,Activision,2023,Action,No,22.5,Medium,Excellent,Poor,"Disappointing game, but too many bugs.",Offline,8,-0.16666666666666666,Neutral
Minecraft,35.5,Mature,49.59,Switch,Yes,Epic Games,Activision,2023,Adventure,Yes,37.0,Medium,Excellent,Average,"Solid game, but too many bugs.",Offline,6,0.033333333333333326,Neutral
Mario Kart 8 Deluxe,25.6,Everyone,20.8,PS4,Yes,Capcom,Take-Two Interactive,2022,Adventure,No,45.6,Low,Good,Good,"Disappointing game, but too many bugs.",Online,4,-0.16666666666666666,Neutral
Minecraft,26.7,Teen,33.94,Switch,No,CD Projekt Red,Electronic Arts,2018,Adventure,Yes,26.6,Ultra,Poor,Poor,"Amazing game, but too many bugs.",Offline,1,0.23333333333333336,Positive
Among Us,36.6,Everyone 10+,55.41,Switch,Yes,Innersloth,Electronic Arts,2014,Sports,No,29.6,Low,Good,Excellent,"Disappointing game, but the graphics could be better.",Online,6,-0.16666666666666666,Neutral
FIFA 24,16.6,Mature,21.77,PC,Yes,Innersloth,Electronic Arts,2010,Sports,No,24.0,Low,Good,Good,"Amazing game, but the graphics could be better.",Offline,8,0.23333333333333336,Positive
Hitman 3,20.1,Mature,37.53,PC,No,Game Freak,Take-Two Interactive,2022,Shooter,Yes,7.5,High,Average,Poor,"Disappointing game, but the graphics could be better.",Online,7,-0.16666666666666666,Neutral
Ghost of Tsushima,33.4,Mature,49.12,PS4,No,Epic Games,Electronic Arts,2022,Adventure,Yes,29.7,Ultra,Average,Good,"Amazing game, but too many bugs.",Online,5,0.23333333333333336,Positive
1000-Piece Puzzle,27.7,Everyone 10+,21.33,Android/iOS,No,Game Freak,Take-Two Interactive,2021,Sports,No,53.5,Medium,Good,Good,"Disappointing game, but the gameplay is amazing.",Online,7,-0.1333333333333333,Neutral
Overwatch 2,18.5,Teen,26.63,Switch,Yes,Capcom,Electronic Arts,2012,Shooter,Yes,15.0,Medium,Good,Average,"Solid game, but the graphics could be better.",Online,10,0.033333333333333326,Neutral
Rocket League,36.0,Mature,41.62,PS4,Yes,Nintendo,Activision,2016,Strategy,No,45.8,Ultra,Good,Excellent,"Amazing game, but too many bugs.",Online,5,0.23333333333333336,Positive
The Elder Scrolls V: Skyrim,19.8,Mature,26.86,PC,Yes,Game Freak,Epic Games,2012,Fighting,No,19.6,High,Poor,Poor,"Great game, but the gameplay is amazing.",Offline,1,0.3333333333333333,Positive
Grand Theft Auto V,22.7,Mature,26.06,Switch,Yes,Valve,Epic Games,2019,Puzzle,No,26.9,High,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,2,-0.1333333333333333,Neutral
The Witcher 3: Wild Hunt,24.6,Everyone,25.68,Switch,Yes,Nintendo,Capcom,2015,Shooter,No,33.1,High,Poor,Excellent,"Solid game, but the gameplay is amazing.",Offline,1,0.0666666666666667,Neutral
Call of Duty: Modern Warfare 2,29.9,Everyone 10+,45.31,PC,Yes,Innersloth,Take-Two Interactive,2014,Adventure,Yes,23.1,Low,Good,Poor,"Amazing game, but the gameplay is amazing.",Offline,1,0.2666666666666667,Positive
The Legend of Zelda: Breath of the Wild,39.6,Teen,59.4,PS4,Yes,Innersloth,Nintendo,2022,Role-Playing Game,Yes,33.8,Ultra,Poor,Good,"Amazing game, but the graphics could be better.",Offline,3,0.23333333333333336,Positive
Animal Crossing: New Horizons,25.8,Everyone 10+,46.5,Switch,No,Nintendo,Activision,2015,Shooter,No,13.1,Low,Poor,Good,"Amazing game, but the graphics could be better.",Online,2,0.23333333333333336,Positive
Kingdom Hearts III,27.9,Everyone 10+,30.14,PC,No,Valve,Activision,2021,Shooter,Yes,39.2,Low,Excellent,Good,"Amazing game, but the graphics could be better.",Offline,1,0.23333333333333336,Positive
Portal 2,16.7,Everyone 10+,25.61,Xbox,Yes,Rockstar Games,Capcom,2018,Shooter,No,19.0,Ultra,Excellent,Average,"Amazing game, but too many bugs.",Offline,3,0.23333333333333336,Positive
Just Dance 2024,23.6,Everyone 10+,27.26,Xbox,No,Valve,Nintendo,2017,Fighting,No,37.9,Medium,Average,Average,"Great game, but too many bugs.",Online,7,0.3,Positive
The Witcher 3: Wild Hunt,33.1,Teen,50.99,Xbox,Yes,Rockstar Games,Epic Games,2014,Simulation,No,20.7,Low,Average,Poor,"Great game, but the gameplay is amazing.",Online,10,0.3333333333333333,Positive
Stardew Valley,20.9,Mature,28.19,Android/iOS,No,Nintendo,Take-Two Interactive,2022,Simulation,No,28.7,Medium,Good,Poor,"Great game, but the gameplay is amazing.",Online,7,0.3333333333333333,Positive
Super Smash Bros. Ultimate,32.6,Teen,31.74,Xbox,No,Innersloth,Nintendo,2018,Adventure,Yes,49.7,Ultra,Good,Good,"Solid game, but the graphics could be better.",Online,2,0.033333333333333326,Neutral
Call of Duty: Modern Warfare 2,31.8,Teen,40.05,Switch,Yes,Capcom,Epic Games,2022,Role-Playing Game,No,45.3,Low,Average,Poor,"Amazing game, but too many bugs.",Offline,3,0.23333333333333336,Positive
Street Fighter V,34.9,Everyone 10+,56.5,Android/iOS,No,Rockstar Games,Activision,2022,Sports,Yes,22.0,Low,Average,Good,"Amazing game, but the gameplay is amazing.",Offline,6,0.2666666666666667,Positive
Minecraft,21.2,Teen,29.02,Android/iOS,Yes,EA Sports,Capcom,2015,Fighting,No,27.7,High,Poor,Excellent,"Solid game, but the graphics could be better.",Offline,8,0.033333333333333326,Neutral
Tomb Raider (2013),26.8,Teen,42.28,Xbox,No,CD Projekt Red,Electronic Arts,2014,Role-Playing Game,Yes,22.2,Ultra,Good,Average,"Great game, but the graphics could be better.",Online,4,0.3,Positive
Hitman 3,30.7,Teen,31.76,Android/iOS,No,Innersloth,Electronic Arts,2011,Shooter,No,48.0,Medium,Excellent,Average,"Solid game, but the graphics could be better.",Offline,8,0.033333333333333326,Neutral
FIFA 24,34.6,Everyone 10+,38.64,Switch,No,Game Freak,Innersloth,2013,Party,No,55.7,Medium,Excellent,Average,"Solid game, but the graphics could be better.",Online,6,0.033333333333333326,Neutral
Cuphead,24.1,Everyone 10+,24.47,Xbox,Yes,Valve,Nintendo,2013,Strategy,Yes,43.8,Low,Poor,Excellent,"Solid game, but too many bugs.",Offline,2,0.033333333333333326,Neutral
Super Smash Bros. Ultimate,28.4,Teen,29.42,Android/iOS,No,Epic Games,Square Enix,2012,Fighting,No,50.9,Low,Good,Excellent,"Amazing game, but the gameplay is amazing.",Online,2,0.2666666666666667,Positive
Spelunky 2,23.6,Teen,37.71,PC,Yes,Capcom,Epic Games,2010,Party,No,20.8,Ultra,Average,Good,"Solid game, but too many bugs.",Offline,1,0.033333333333333326,Neutral
Super Mario Odyssey,18.4,Teen,25.06,PS4,No,Rockstar Games,Activision,2023,Simulation,No,22.9,Ultra,Excellent,Good,"Amazing game, but too many bugs.",Online,1,0.23333333333333336,Positive
Fortnite,32.5,Teen,44.99,PC,Yes,Valve,Activision,2022,Adventure,No,28.0,Low,Average,Poor,"Great game, but too many bugs.",Online,5,0.3,Positive
Super Mario Odyssey,26.2,Teen,38.34,Switch,Yes,Capcom,Capcom,2010,Simulation,No,17.9,Medium,Good,Average,"Solid game, but the gameplay is amazing.",Online,2,0.0666666666666667,Neutral
The Witcher 3: Wild Hunt,45.4,Everyone 10+,54.28,Xbox,No,Capcom,Electronic Arts,2010,Sports,Yes,56.0,High,Excellent,Average,"Disappointing game, but too many bugs.",Offline,1,-0.16666666666666666,Neutral
Pokémon Scarlet & Violet,29.8,Everyone 10+,39.37,Android/iOS,No,Innersloth,Activision,2022,Puzzle,Yes,39.3,Low,Poor,Average,"Great game, but too many bugs.",Online,3,0.3,Positive
Red Dead Redemption 2,35.6,Teen,54.59,Xbox,Yes,Rockstar Games,Electronic Arts,2015,Action,No,24.1,Medium,Good,Good,"Amazing game, but too many bugs.",Offline,1,0.23333333333333336,Positive
Spelunky 2,31.6,Everyone 10+,39.27,PS4,No,CD Projekt Red,Activision,2011,Strategy,Yes,42.5,Medium,Poor,Excellent,"Amazing game, but the gameplay is amazing.",Offline,10,0.2666666666666667,Positive
Super Smash Bros. Ultimate,43.0,Everyone,57.08,Switch,No,CD Projekt Red,Square Enix,2022,Adventure,No,44.5,High,Poor,Good,"Amazing game, but the gameplay is amazing.",Online,5,0.2666666666666667,Positive
Tetris,36.6,Mature,58.07,Android/iOS,Yes,CD Projekt Red,Capcom,2012,Party,Yes,24.0,Low,Excellent,Average,"Disappointing game, but too many bugs.",Online,4,-0.16666666666666666,Neutral
FIFA 24,27.7,Everyone,43.59,Android/iOS,Yes,Valve,Electronic Arts,2019,Fighting,Yes,18.5,Low,Average,Poor,"Disappointing game, but too many bugs.",Online,6,-0.16666666666666666,Neutral
Rocket League,43.6,Everyone 10+,54.47,Android/iOS,No,Game Freak,Valve,2011,Role-Playing Game,No,55.8,Medium,Average,Excellent,"Solid game, but the graphics could be better.",Online,8,0.033333333333333326,Neutral
Hitman 3,19.2,Everyone 10+,20.4,PC,No,CD Projekt Red,Square Enix,2018,Fighting,No,24.3,High,Average,Excellent,"Solid game, but the gameplay is amazing.",Online,2,0.0666666666666667,Neutral
1000-Piece Puzzle,28.2,Teen,43.2,PS4,No,Bungie,Electronic Arts,2017,Adventure,No,17.3,High,Average,Average,"Great game, but the graphics could be better.",Online,10,0.3,Positive
Pokémon Scarlet & Violet,28.4,Teen,23.11,Xbox,No,Bungie,Innersloth,2017,Adventure,No,57.0,Ultra,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,7,-0.1333333333333333,Neutral
The Elder Scrolls V: Skyrim,29.4,Mature,26.97,Android/iOS,No,Innersloth,Valve,2013,Puzzle,Yes,56.8,Medium,Poor,Excellent,"Amazing game, but the gameplay is amazing.",Offline,4,0.2666666666666667,Positive
Call of Duty: Modern Warfare 2,32.7,Everyone 10+,33.91,Xbox,Yes,Valve,Nintendo,2021,Role-Playing Game,No,47.8,Ultra,Excellent,Excellent,"Solid game, but the graphics could be better.",Online,3,0.033333333333333326,Neutral
